meta_id,post_id,meta_key,meta_value
80323,7566,day-7,"Trek to Dingboche (4,410m / 14,468ft)"
80324,7566,description-7,"<div id=""elementor-tab-content-2141"" class=""elementor-tab-content elementor-clearfix elementor-active"" role=""region"" data-tab=""1"" aria-labelledby=""elementor-tab-title-2141"">
<ul>
<li data-sourcepos=""53:1-53:21"">A trek through stunning landscapes, ascending to Dingboche, with breathtaking mountain views.</li>
<li data-sourcepos=""56:1-56:32"">Distance: 11 km (7 miles).</li>
<li data-sourcepos=""57:1-58:0"">Hours: 5-6 hours.</li>
</ul>
</div>
"
80325,7566,day-8,"Acclimatization Day in Dingboche (4,410m / 14,468ft)"
80326,7566,description-8,"<div id=""elementor-tab-content-1501"" class=""elementor-tab-content elementor-clearfix elementor-active"" role=""region"" data-tab=""1"" aria-labelledby=""elementor-tab-title-1501"">
<ul>
<li data-sourcepos=""61:1-61:24"">Hike to Nagarjun Hill or walk to Chukung valley.</li>
<li data-sourcepos=""62:1-63:0"">Rest and acclimatize.</li>
</ul>
</div>
"
80327,7566,day-9,"Trek to Lobuche (4,910m / 16,108ft)"
80328,7566,description-9,"<div id=""elementor-tab-content-2401"" class=""elementor-tab-content elementor-clearfix elementor-active"" role=""region"" data-tab=""1"" aria-labelledby=""elementor-tab-title-2401"">
<ul>
<li data-sourcepos=""66:1-66:28"">A trek along the Khumbu Glacier, navigating rugged terrain to reach Lobuche.</li>
<li data-sourcepos=""68:1-68:32"">Distance: 11 km (7 miles).</li>
<li data-sourcepos=""69:1-70:0"">Hours: 5-6 hours.</li>
</ul>
</div>
"
80329,7566,day-10,"Trek to Everest Base Camp (5,364m / 17,598ft) and Back to Gorakshep (5,140m / 16,863ft)"
80330,7566,description-10,"<div id=""elementor-tab-content-8951"" class=""elementor-tab-content elementor-clearfix elementor-active"" role=""region"" data-tab=""1"" aria-labelledby=""elementor-tab-title-8951"">
<ul>
<li data-sourcepos=""73:1-73:20"">The highlight of the trek: reaching Everest Base Camp, followed by a return to Gorakshep.</li>
<li data-sourcepos=""76:1-76:32"">Distance: 13 km (8 miles).</li>
<li data-sourcepos=""77:1-78:0"">Hours: 7-8 hours.</li>
</ul>
</div>
"
80331,7566,day-11,"Hike to Kala Patthar (5,550m / 18,208ft) and Trek to Pheriche (4,240m / 13,910ft)"
80332,7566,description-11,"<div class=""elementor-element elementor-element-be37901 jedv-enabled--yes elementor-widget elementor-widget-accordion"" data-id=""be37901"" data-element_type=""widget"" data-widget_type=""accordion.default"">
<div class=""elementor-widget-container"">
<div class=""elementor-accordion"">
<div class=""elementor-accordion-item"">
<div id=""elementor-tab-content-1991"" class=""elementor-tab-content elementor-clearfix elementor-active"" role=""region"" data-tab=""1"" aria-labelledby=""elementor-tab-title-1991"">
<ul>
<li data-sourcepos=""81:1-81:35"">A sunrise hike to Kala Patthar for stunning Everest views, followed by a descent to Pheriche.</li>
<li data-sourcepos=""83:1-83:34"">Distance: 15 km (9.3 miles).</li>
<li data-sourcepos=""84:1-85:0"">Hours: 7-8 hours.</li>
</ul>
</div>
</div>
</div>
</div>
</div>
<div class=""elementor-element elementor-element-f950582 jedv-enabled--yes elementor-widget elementor-widget-accordion"" data-id=""f950582"" data-element_type=""widget"" data-widget_type=""accordion.default"">
<div class=""elementor-widget-container"">
<div class=""elementor-accordion"">
<div class=""elementor-accordion-item"">
<div id=""elementor-tab-title-2611"" class=""elementor-tab-title elementor-active"" role=""button"" data-tab=""1"" aria-controls=""elementor-tab-content-2611"" aria-expanded=""true""></div>
</div>
</div>
</div>
</div>
"
80333,7566,day-12,"Trek to Namche Bazaar (3,440m / 11,286ft)"
80334,7566,description-12,"<div id=""elementor-tab-content-2611"" class=""elementor-tab-content elementor-clearfix elementor-active"" role=""region"" data-tab=""1"" aria-labelledby=""elementor-tab-title-2611"">
<ul>
<li data-sourcepos=""88:1-88:29"">A long descent back to Namche Bazaar, retracing familiar trails.</li>
<li data-sourcepos=""89:1-89:35"">Distance: 20 km (12.4 miles).</li>
<li data-sourcepos=""90:1-91:0"">Hours: 6-7 hours.</li>
</ul>
</div>
"
80335,7566,day-13,"Trek to Lukla (2,860m / 9,383ft)"
80336,7566,description-13,"<div id=""elementor-tab-content-2301"" class=""elementor-tab-content elementor-clearfix elementor-active"" role=""region"" data-tab=""1"" aria-labelledby=""elementor-tab-title-2301"">
<ul>
<li data-sourcepos=""94:1-94:19"">The final day of trekking, descending to Lukla to celebrate the successful trek.</li>
<li data-sourcepos=""96:1-96:35"">Distance: 19 km (11.8 miles).</li>
<li data-sourcepos=""97:1-98:0"">Hours: 6-7 hours.</li>
</ul>
</div>
"
80337,7566,day-14,"Fly Back to Kathmandu (1,400m / 4,593ft) and Departure"
80338,7566,description-14,"<div id=""elementor-tab-content-3431"" class=""elementor-tab-content elementor-clearfix elementor-active"" role=""region"" data-tab=""1"" aria-labelledby=""elementor-tab-title-3431"">
<ul>
<li data-sourcepos=""101:1-101:24"">A scenic flight back to Kathmandu</li>
</ul>
</div>
"
80339,7566,day-15,"Kathmandu free day Day"
80340,7566,description-15,
80341,7566,day-16,Departure
80342,7566,description-16,
80343,7566,day-17,
80344,7566,description-17,
80345,7566,day-18,
80346,7566,description-18,
80347,7566,day-19,
80348,7566,description-19,
80349,7566,day-20,
80350,7566,description-20,
80351,7566,day-21,
80352,7566,description-21,
80353,7566,day-22,
80354,7566,description-22,
80355,7566,day-23,
80356,7566,description-23,
80357,7566,day-24,
80358,7566,description-24,
80359,7566,day-25,
80360,7566,description-25,
80361,7566,day-26,
80362,7566,description-26,
80363,7566,day-27,
80364,7566,description-27,
80365,7566,rate,4.9
96441,7566,accommodation,"Hotel/ Teahouse"
131839,7566,start_at,Kathmandu
131840,7566,activity,Trekking
131841,7566,end_at,Kathmandu
131842,7566,r,
131843,7566,itinerary_detail,"a:9:{s:6:""item-0"";a:8:{s:12:""heading-trek"";s:43:""Day 1: Arrive in Kathmandu (1350m / 4412ft)"";s:11:""description"";s:427:""Upon arrival at Tribhuvan International Airport in Kathmandu, our team will welcome you and transfer you to your hotel. After check-in, you can rest and recover from your journey. Kathmandu is a historic city rich in culture, temples, and traditional architecture. Later in the evening, your guide will provide a short trekking briefing, review the itinerary, and check essential trekking equipment before the adventure begins."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:31:""Tribhuvan International Airport"";s:21:""day_wise_ending_point"";s:17:""Kathmandu (1350m)"";s:17:""day_wise_distance"";s:21:""30–45 minutes drive"";s:12:""daywise_hour"";s:21:""Airport transfer only"";s:14:""important_note"";s:242:""Confirm that all trekking equipment is ready before leaving Kathmandu. If you need to rent gear, this is the best place to arrange it. Attend the trek briefing carefully and rest well to prepare for the early flight to Lukla the next morning."";}s:6:""item-1"";a:8:{s:12:""heading-trek"";s:56:""Day 2: Fly to Lukla (2840m) and Trek to Phakding (2610m)"";s:11:""description"";s:412:""The adventure begins with a scenic mountain flight from Kathmandu to Lukla, offering incredible views of the Himalayan range. After landing at the famous Lukla airstrip, the trek begins through beautiful Sherpa villages, forests, and suspension bridges crossing the Dudh Koshi River. The trail is relatively gentle and allows your body to gradually adjust to the altitude before reaching the village of Phakding."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:13:""Lukla (2840m)"";s:21:""day_wise_ending_point"";s:16:""Phakding (2610m)"";s:17:""day_wise_distance"";s:35:""35 minute flight + 3–4 hours trek"";s:12:""daywise_hour"";s:17:""Approx. 8 km trek"";s:14:""important_note"";s:232:""Flights to Lukla depend on weather conditions and may be delayed. Keep important items such as warm clothing, water, and personal medication in your daypack. Walk slowly and maintain a comfortable pace during the first trekking day."";}s:6:""item-2"";a:8:{s:12:""heading-trek"";s:50:""Day 3: Trek from Phakding to Namche Bazaar (3440m)"";s:11:""description"";s:424:""Today’s trek follows the Dudh Koshi River valley and crosses several suspension bridges decorated with colorful prayer flags. After entering Sagarmatha National Park, the trail gradually climbs through forests of pine and rhododendron. The final ascent to Namche Bazaar is steep but rewarding, offering your first views of the surrounding Himalayan peaks. Namche Bazaar is the vibrant Sherpa capital of the Everest region."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:16:""Phakding (2610m)"";s:21:""day_wise_ending_point"";s:21:""Namche Bazaar (3440m)"";s:17:""day_wise_distance"";s:16:""6–7 hours trek"";s:12:""daywise_hour"";s:13:""Approx. 11 km"";s:14:""important_note"";s:194:""The final climb to Namche Bazaar is challenging. Maintain a steady pace and take regular breaks. Drink plenty of water and watch for early signs of altitude sickness such as headache or fatigue."";}s:6:""item-3"";a:8:{s:12:""heading-trek"";s:62:""Day 4: Hike to Khumjung (3780m) via Hotel Everest View (3880m)"";s:11:""description"";s:389:""This day is planned for acclimatization while enjoying spectacular mountain views. The trail climbs above Namche Bazaar to the famous Hotel Everest View, one of the highest hotels in the world. From here, trekkers enjoy breathtaking views of Mount Everest, Lhotse, and Ama Dablam. After spending time admiring the scenery, the trail continues to the traditional Sherpa village of Khumjung."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:21:""Namche Bazaar (3440m)"";s:21:""day_wise_ending_point"";s:16:""Khumjung (3780m)"";s:17:""day_wise_distance"";s:16:""3–4 hours hike"";s:12:""daywise_hour"";s:12:""Approx. 6 km"";s:14:""important_note"";s:212:""Acclimatization is important for preventing altitude sickness. Walk slowly, drink plenty of water, and avoid overexertion. If you experience dizziness, headache, or unusual fatigue, inform your guide immediately."";}s:6:""item-4"";a:8:{s:12:""heading-trek"";s:46:""Day 5: Trek from Khumjung to Tengboche (3860m)"";s:11:""description"";s:371:""Today’s trek begins with a descent through beautiful forest trails before gradually climbing again toward Tengboche. Along the way, trekkers enjoy panoramic views of Everest, Ama Dablam, and other Himalayan peaks. Tengboche is famous for its historic monastery, one of the most important spiritual centers in the Everest region, surrounded by stunning mountain scenery."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:16:""Khumjung (3780m)"";s:21:""day_wise_ending_point"";s:17:""Tengboche (3860m)"";s:17:""day_wise_distance"";s:16:""5–6 hours trek"";s:12:""daywise_hour"";s:12:""Approx. 9 km"";s:14:""important_note"";s:184:""Weather conditions in the mountains can change quickly. Keep a warm jacket and rain protection with you. Trekking poles can help reduce pressure on your knees during downhill sections."";}s:6:""item-5"";a:8:{s:12:""heading-trek"";s:43:""Day 6: Trek from Tengboche to Monjo (2835m)"";s:11:""description"";s:364:""Leaving Tengboche, the trail descends through forests and small Sherpa settlements. You will pass through Namche Bazaar again before continuing further down the valley toward Monjo. As the altitude decreases, the landscape becomes greener and warmer. The route follows scenic river trails and suspension bridges, providing a relaxing yet rewarding day of trekking."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:17:""Tengboche (3860m)"";s:21:""day_wise_ending_point"";s:13:""Monjo (2835m)"";s:17:""day_wise_distance"";s:16:""7–8 hours trek"";s:12:""daywise_hour"";s:13:""Approx. 14 km"";s:14:""important_note"";s:191:""Although descending is easier for breathing, it can be tiring for the knees. Walk carefully on rocky paths and allow pack animals to pass safely by standing on the mountain side of the trail."";}s:6:""item-6"";a:8:{s:12:""heading-trek"";s:39:""Day 7: Trek from Monjo to Lukla (2840m)"";s:11:""description"";s:384:""This is the final day of trekking in the Everest region. The trail follows the Dudh Koshi River and passes through several villages and forest trails you crossed earlier in the trek. Gradual climbs and descents lead back to Lukla, where the trekking journey concludes. In the evening, many trekkers celebrate the successful completion of their adventure with their guides and porters."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:13:""Monjo (2835m)"";s:21:""day_wise_ending_point"";s:13:""Lukla (2840m)"";s:17:""day_wise_distance"";s:16:""5–6 hours trek"";s:12:""daywise_hour"";s:13:""Approx. 13 km"";s:14:""important_note"";s:192:""Confirm your flight schedule for the next morning and pack your bags early. Weather conditions can affect flights from Lukla, so it is recommended to be prepared for possible schedule changes."";}s:6:""item-7"";a:8:{s:12:""heading-trek"";s:42:""Day 8: Fly from Lukla to Kathmandu (1350m)"";s:11:""description"";s:324:""An early morning flight takes you back to Kathmandu. The short but spectacular mountain flight offers one last view of the Himalayan peaks. After landing, you will be transferred to your hotel. The rest of the day is free to relax, explore local markets, or enjoy a comfortable meal after your successful trekking adventure."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:13:""Lukla Airport"";s:21:""day_wise_ending_point"";s:17:""Kathmandu (1350m)"";s:17:""day_wise_distance"";s:17:""35 minutes flight"";s:12:""daywise_hour"";s:11:""Flight only"";s:14:""important_note"";s:158:""Flights from Lukla usually operate early in the morning and may be delayed due to weather conditions. Keep essential items and documents in your hand luggage."";}s:6:""item-8"";a:8:{s:12:""heading-trek"";s:28:""Day 9: Depart from Kathmandu"";s:11:""description"";s:327:""After breakfast, our team will transfer you to Tribhuvan International Airport for your international departure flight. This marks the end of your unforgettable trekking journey in Nepal. As you leave, you carry memories of spectacular mountain landscapes, Sherpa culture, and one of the world’s most famous trekking regions."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:15:""Kathmandu Hotel"";s:21:""day_wise_ending_point"";s:31:""Tribhuvan International Airport"";s:17:""day_wise_distance"";s:21:""30–45 minutes drive"";s:12:""daywise_hour"";s:16:""Airport transfer"";s:14:""important_note"";s:177:""Please arrive at the airport at least three hours before your international flight. Make sure all personal belongings and travel documents are prepared before leaving the hotel."";}}"
166403,7566,trekking-gallery,
166404,7566,_field_87485,
166405,7566,equipment_amp_trekking_gears,
166406,7566,group_size_costing_setup,"a:3:{s:6:""item-0"";a:3:{s:13:""number_prefex"";s:8:""2 _4_pax"";s:15:""cost_per_person"";s:4:""1250"";s:10:""group_type"";s:12:""small _group"";}s:6:""item-1"";a:3:{s:13:""number_prefex"";s:7:""5_9_pax"";s:15:""cost_per_person"";s:4:""1199"";s:10:""group_type"";s:10:""best_value"";}s:6:""item-2"";a:3:{s:13:""number_prefex"";s:11:""10_plus_pax"";s:15:""cost_per_person"";s:4:""1150"";s:10:""group_type"";s:13:""super_Private"";}}"
170443,7566,_thumbnail_id,14718
180640,7566,_ftac_altitude_rows,"a:9:{i:0;a:4:{s:3:""day"";i:1;s:5:""place"";s:20:""Arrival in Kathmandu"";s:8:""altitude"";d:1350;s:4:""note"";s:47:""Arrival in kathmandu free time and trek meeting"";}i:1;a:4:{s:3:""day"";i:2;s:5:""place"";s:31:""Kathmandu to Lukla and Phakding"";s:8:""altitude"";d:2610;s:4:""note"";s:62:""Thea adventure begings with a scenic mountain flight to Lukla."";}i:2;a:4:{s:3:""day"";i:3;s:5:""place"";s:18:""Phakding to Namche"";s:8:""altitude"";d:3450;s:4:""note"";s:83:""Long day hike slowely. the final climb to Namche bazaar is challenging take it easy"";}i:3;a:4:{s:3:""day"";i:4;s:5:""place"";s:18:""Namche to Khumjung"";s:8:""altitude"";d:3800;s:4:""note"";s:97:""The trail climbs above Namche to the famous hotel Everest  view one of  the highest 5 star hotel."";}i:4;a:4:{s:3:""day"";i:5;s:5:""place"";s:21:""Khumjung to Tengboche"";s:8:""altitude"";d:3860;s:4:""note"";s:81:""The hike begins with desent and trails gradully climbing again towards Tengboche."";}i:5;a:4:{s:3:""day"";i:6;s:5:""place"";s:18:""Tengboche to Manjo"";s:8:""altitude"";d:2840;s:4:""note"";s:89:""You will pass through Namche again before continue further down the valley towards Manjo."";}i:6;a:4:{s:3:""day"";i:7;s:5:""place"";s:14:""Manjo to Lukla"";s:8:""altitude"";d:2830;s:4:""note"";s:42:""Celebrate your last night in the himalaya."";}i:7;a:4:{s:3:""day"";i:8;s:5:""place"";s:18:""Lukla to Kathmandu"";s:8:""altitude"";d:1350;s:4:""note"";s:85:""The short but spectacular mountain flight offers one last view of the Himalaya peaks."";}i:8;a:4:{s:3:""day"";i:9;s:5:""place"";s:11:""Kathmandu /"";s:8:""altitude"";d:1350;s:4:""note"";s:79:""Explore last minutes in Kathmandu and we take you to airport for final depature"";}}"
180641,7566,_ftb_duration,
180642,7566,_ftb_regular_price,
180643,7566,_ftb_costing_rows,"a:3:{i:0;a:3:{s:9:""pax_label"";s:7:""2-4 Pax"";s:10:""group_type"";s:11:""Small Group"";s:15:""cost_per_person"";s:4:""1250"";}i:1;a:3:{s:9:""pax_label"";s:7:""5-9 Pax"";s:10:""group_type"";s:10:""Best Value"";s:15:""cost_per_person"";s:4:""1199"";}i:2;a:3:{s:9:""pax_label"";s:7:""10+ Pax"";s:10:""group_type"";s:13:""Super Private"";s:15:""cost_per_person"";s:4:""1150"";}}"
180644,7566,_ftb_fixed_departures,a:0:{}
181029,7566,_flyup_ctl_views,17
181030,7566,_flyup_ctl_views_daily,"a:11:{s:10:""2026-07-03"";i:1;s:10:""2026-07-05"";i:1;s:10:""2026-07-15"";i:2;s:10:""2026-07-16"";i:5;s:10:""2026-07-19"";i:1;s:10:""2026-07-27"";i:1;s:10:""2026-07-28"";i:1;s:10:""2026-07-30"";i:1;s:10:""2026-08-18"";i:2;s:10:""2026-08-21"";i:1;s:10:""2026-08-25"";i:1;}"
187643,7566,_flyup_seo_title,"Everest Panorama Trek: The Perfect Himalayan Experience"
187644,7566,_flyup_seo_description,"Embark on the Everest Panorama Trek for stunning Himalayan views, rich Sherpa culture, and a gentle high-altitude journey perfect for families.”"
187645,7566,_flyup_seo_focus_keyphrase,"Everest Panorama Trek"
187646,7566,_flyup_seo_setup_score,98
99402,8959,_edit_lock,1787392422:15
99403,8959,_edit_last,15
99405,8959,itinerary_detail,"a:6:{s:6:""item-0"";a:8:{s:12:""heading-trek"";s:27:""Day1:- Pokhara – Chomrong"";s:11:""description"";s:698:""Your Annapurna Base Camp trek begins with a scenic journey from Pokhara (822m) to Chhomrong (2,150m), a beautiful Gurung village and the gateway to the sanctuary. After a comfortable drive from Pokhara, the trek starts through lush green hills, terraced farmlands, and traditional settlements. The trail includes gradual ascents and offers stunning views of Annapurna South and the iconic Machhapuchhre (Fishtail) mountain. The peaceful environment and fresh mountain air make the walk enjoyable and refreshing. Chhomrong is a culturally rich village with warm hospitality and breathtaking scenery. You will spend your first night here in a cozy teahouse, preparing for the higher elevations ahead."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:20:""Pokhara (822 meters)"";s:21:""day_wise_ending_point"";s:24:""Chhomrong (2,150 meters)"";s:17:""day_wise_distance"";s:16:""Approx. 4–5 km"";s:12:""daywise_hour"";s:11:""5–6 hours"";s:14:""important_note"";s:339:""This is the first day of your Annapurna Base Camp trek. The trail includes both gentle and steep uphill sections, especially before reaching Chhomrong. Enjoy beautiful views of Annapurna South and Machapuchhre along the way. Stay hydrated, walk at a comfortable pace, and enjoy your first overnight stay in a traditional mountain teahouse."";}s:6:""item-1"";a:8:{s:12:""heading-trek"";s:24:""Day2:- Chomrong - bamboo"";s:11:""description"";s:538:""After breakfast in Chhomrong, the trek begins with a steep descent on stone steps to the Chhomrong Khola. After crossing a suspension bridge, you will climb uphill to reach Sinuwa, where you can enjoy beautiful forest and mountain views. From Sinuwa, the trail continues through dense bamboo and rhododendron forests, offering a peaceful walking experience. The path is mostly gradual with some short ascents and descents. You will reach Bamboo, a quiet forest settlement, where you will stay overnight in a teahouse surrounded by nature."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:24:""Chhomrong (2,150 meters)"";s:21:""day_wise_ending_point"";s:21:""Bamboo (2,310 meters)"";s:17:""day_wise_distance"";s:17:""Approx. 9–10 km"";s:12:""daywise_hour"";s:11:""5–6 hours"";s:14:""important_note"";s:128:""Today’s trail includes many stone steps and forest walking. Walk at a steady pace and enjoy the peaceful natural surroundings."";}s:6:""item-2"";a:8:{s:12:""heading-trek"";s:25:""Day3:- Bamboo – Deurali"";s:11:""description"";s:517:""Today’s trek continues through peaceful bamboo and rhododendron forests as you gradually gain altitude. The trail passes through small settlements like Dovan and Himalaya, where you can stop for rest and enjoy the fresh mountain air. As you move higher, the forest becomes thinner and the landscape starts to open up. You will walk alongside the Modi Khola and see beautiful waterfalls and rocky cliffs. After a steady climb, you will reach Deurali, a quiet mountain stop surrounded by impressive Himalayan scenery."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:21:""Bamboo (2,310 meters)"";s:21:""day_wise_ending_point"";s:22:""Deurali (3,230 meters)"";s:17:""day_wise_distance"";s:18:""Approx. 10–11 km"";s:12:""daywise_hour"";s:11:""5–6 hours"";s:14:""important_note"";s:135:""You are now entering higher altitude, so walk slowly, stay hydrated, and follow your guide’s instructions for proper acclimatization."";}s:6:""item-3"";a:8:{s:12:""heading-trek"";s:38:""Day 4: Deurali – Annapurna Base Camp"";s:11:""description"";s:637:""Today is the highlight of your Annapurna Base Camp trek as you journey from Deurali to Annapurna Base Camp (4,130m). The trail gradually ascends through alpine landscapes and brings you to Machhapuchhre Base Camp, where the views become more dramatic and close. Continuing onward, you enter the Annapurna Sanctuary, surrounded by towering snow-covered peaks. The final destination, Annapurna Base Camp, offers breathtaking 360-degree panoramic views of Annapurna I, Annapurna South, Hiunchuli, and Machhapuchhre. The feeling of standing in the heart of the Himalayas is unforgettable. Overnight stay at a teahouse in Annapurna Base Camp."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:22:""Deurali (3,230 meters)"";s:21:""day_wise_ending_point"";s:34:""Annapurna Base Camp (4,130 meters)"";s:17:""day_wise_distance"";s:17:""Approx. 9–10 km"";s:12:""daywise_hour"";s:11:""5–6 hours"";s:14:""important_note"";s:405:""This is one of the most important and rewarding days of your trek as you reach Annapurna Base Camp. The trail passes through Machhapuchhre Base Camp, surrounded by हिमालयन peaks. Walk slowly due to higher altitude and thinner air. Stay warm and hydrated. Enjoy breathtaking panoramic views of Annapurna I, Annapurna South, Hiunchuli, and Machhapuchhre. Overnight stay at Annapurna Base Camp."";}s:6:""item-4"";a:8:{s:12:""heading-trek"";s:37:""Day 5: Annapurna Base Camp – Bamboo"";s:11:""description"";s:636:""After spending a remarkable night at Annapurna Base Camp, you begin your descent toward Bamboo. The day starts with breathtaking morning views of the surrounding peaks before retracing the trail through Machhapuchhre Base Camp and Deurali. As you continue downward, the rugged alpine environment slowly gives way to greener surroundings filled with rhododendron and bamboo forests. The trail is long but mostly downhill, making it easier to walk while still requiring good endurance. Bamboo offers a peaceful resting place beside the forest, providing a comfortable setting to relax after one of the most rewarding sections of the trek."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:34:""Annapurna Base Camp (4,130 meters)"";s:21:""day_wise_ending_point"";s:21:""Bamboo (2,310 meters)"";s:17:""day_wise_distance"";s:18:""Approx. 18–20 km"";s:12:""daywise_hour"";s:11:""7–8 hours"";s:14:""important_note"";s:392:""Begin your morning with a memorable sunrise over the Annapurna massif before starting your descent. The trail follows the same route down through Machhapuchhre Base Camp, Deurali, Himalaya, and Dovan. Although downhill, the walk can be demanding on the knees, so a steady pace is recommended. The landscape gradually changes from high alpine terrain to dense forest. Overnight stay at Bamboo."";}s:6:""item-5"";a:8:{s:12:""heading-trek"";s:24:""Day 6: Bamboo to Pokhara"";s:11:""description"";s:611:""Your final day begins with a pleasant descent from Bamboo, passing through beautiful forests and familiar villages along the Modi River valley. The trail continues toward the road access point, marking the end of your trekking journey. From here, you will take a scenic drive back to Pokhara, where comfortable hotels, restaurants, and lakeside views await. Returning to Pokhara brings a sense of achievement after completing one of Nepal’s most iconic treks. The rest of the day is free to relax, enjoy the peaceful atmosphere by the lake, and reflect on the unforgettable experience in the Annapurna region."";s:23:""day_wise_gallery_images"";s:0:"""";s:24:""days_wise_starting_point"";s:21:""Bamboo (2,310 meters)"";s:21:""day_wise_ending_point"";s:20:""Pokhara (822 meters)"";s:17:""day_wise_distance"";s:32:""Approx. 12 km trek + 60 km drive"";s:12:""daywise_hour"";s:49:""6–7 hours (4–5 hours trek, 2–3 hours drive)"";s:14:""important_note"";s:340:""This is the final day of your trek. You will descend through forest trails and traditional villages before reaching the road access point. From there, you will drive back to Pokhara. Take your time to enjoy the last moments of the Annapurna region. After reaching Pokhara, you can relax and celebrate the successful completion of your trek."";}}"
99406,8959,price,649
99407,8959,duration,"6 Days"
99408,8959,start_at,Pokhara
99409,8959,trekking-grade,Moderate
99410,8959,accommodation,"Tea House"
99411,8959,max-altitude,4130M
99412,8959,best-time,"March-Jun / Oct-Jan"
99413,8959,meals-bld,B.L.D
99414,8959,activity,Trekking
99415,8959,end_at,Pokhara
99416,8959,highlight,"<ul data-start=""160"" data-end=""1128"">
<li data-start=""160"" data-end=""254"">
<p data-start=""162"" data-end=""254"">Scenic drive from Pokhara to Jhinu, followed by a beautiful trek into the Annapurna region</p>
</li>
<li data-start=""255"" data-end=""338"">
<p data-start=""257"" data-end=""338"">Reach Annapurna Base Camp (4,130 meters) surrounded by stunning Himalayan peaks</p>
</li>
<li data-start=""339"" data-end=""432"">
<p data-start=""341"" data-end=""432"">Enjoy close views of Annapurna I, Machapuchhre (Fishtail), Hiunchuli, and Annapurna South</p>
</li>
<li data-start=""433"" data-end=""525"">
<p data-start=""435"" data-end=""525"">Experience traditional Gurung and Magar villages, including the famous Chhomrong village</p>
</li>
<li data-start=""526"" data-end=""610"">
<p data-start=""528"" data-end=""610"">Walk through lush forests filled with bamboo, waterfalls, and rhododendron trees</p>
</li>
<li data-start=""611"" data-end=""687"">
<p data-start=""613"" data-end=""687"">Explore the peaceful and breathtaking Annapurna Sanctuary glacial valley</p>
</li>
<li data-start=""688"" data-end=""766"">
<p data-start=""690"" data-end=""766"">Witness unforgettable sunrise and sunset views over snow-covered mountains</p>
</li>
<li data-start=""767"" data-end=""842"">
<p data-start=""769"" data-end=""842"">Stay in traditional mountain teahouses and experience local hospitality</p>
</li>
<li data-start=""843"" data-end=""933"">
<p data-start=""845"" data-end=""933"">Opportunity to see wildlife such as langur monkeys, Himalayan thar, and colorful birds</p>
</li>
<li data-start=""934"" data-end=""1027"">
<p data-start=""936"" data-end=""1027"">Short and rewarding trek suitable for trekkers with limited time but big Himalayan dreams</p>
</li>
<li data-start=""1028"" data-end=""1128"">
<p data-start=""1030"" data-end=""1128"">Experience a complete journey from green hills to high alpine mountain landscapes in just six days</p>
</li>
</ul>
"
99417,8959,package_include,"<ul>
<li>Authorized English-speaking/local Expert Trekking Guide x1 during trek</li>
<li>Hotel pickup and drop-off</li>
<li>Road permits, all necessary paperwork, ACAP, and Trekkers' Information Management System fee(s)</li>
<li>All applicable government tax</li>
<li>Accommodation x4 nights during the trek</li>
<li>All meals (Breakfast, Lunch, Dinner) during the trek</li>
<li>Private Transportation by 4 wheel drive jeep from Pokhara to Samrung and Jhinu Hot Spring to Pokhara as<br />
per the itinerary.</li>
<li>All expenses for the guide/porter; meals, accommodation, salary, equipment, insurance, and<br />
transportation.</li>
</ul>
"
99418,8959,package_exclude,"<ul>
<li>Soft and hard drinks</li>
<li>Travel and rescue insurance</li>
<li>International flights; Nepalese visa fee</li>
<li>Tips for guide(s), porter(s) and driver(s)</li>
<li>Personal expenses (phone calls, laundry, bar bills, battery recharge, extra porters, bottle or boiled water,<br />
shower, etc.)</li>
<li>Extra night accommodation in Pokhara because of early arrival, late departure, or early return from the<br />
trip due to any reason other than the scheduled itinerary</li>
</ul>
"
99419,8959,gallery,"11579,11555,11575,11572,11560,11559,11557,11556"
99420,8959,route-map,
99421,8959,day-1,"Pokhara – Samrung – Sinuwa (2,200m / 7,218ft) (3 hrs Jeep, 4 hrs trek)"
